word1,word2,POS,SimLex999,conc_word1,conc_word2,concQ,assoc_usf,SimAssoc333,sd_simLex,stim,stimulusID,list
air,helium,N,3.63,4.11,3.96,3,0.49,1,1.59,air / helium,325,1
worker,employer,N,5.37,4.59,3.81,3,0.49,1,1.4,worker / employer,326,1
body,chest,N,4.45,4.79,4.93,4,0.49,1,1.45,body / chest,327,1
son,father,N,3.82,4.14,4.52,3,0.48,1,1.75,son / father,328,1
heart,surgery,N,1.08,4.52,4.34,3,0.48,1,1.07,heart / surgery,329,1
woman,secretary,N,1.98,4.46,4.54,3,0.48,1,1.6,woman / secretary,330,1
man,father,N,4.83,4.79,4.52,3,0.48,1,1.62,man / father,331,1
beach,island,N,5.6,4.79,4.96,4,0.48,1,0.39,beach / island,332,1
story,topic,N,5,3.3,2.59,2,0.47,1,1.7,story / topic,333,1
game,fun,N,3.42,4.5,1.97,2,0.47,1,2.07,game / fun,334,1
weekend,week,N,4,3.83,3.48,2,0.47,1,1.57,weekend / week,335,1
couple,pair,N,8.33,3.93,3.88,3,0.47,1,1.5,couple / pair,336,1
woman,wife,N,5.72,4.46,4.13,3,0.47,1,1.35,woman / wife,337,1
sheep,cattle,N,4.77,4.9,4.64,4,0.47,1,0.47,sheep / cattle,338,1
purse,bag,N,8.33,4.9,4.9,4,0.47,1,1.39,purse / bag,339,1
ceiling,cathedral,N,2.42,4.85,4.86,4,0.46,1,1.57,ceiling / cathedral,340,1
bean,coffee,N,5.15,5,4.81,4,0.46,1,1.52,bean / coffee,341,1
wood,paper,N,2.88,4.85,4.93,4,0.44,0,1.55,wood / paper,342,1
top,side,N,1.9,3.93,3.68,3,0.43,0,1.29,top / side,343,1
crime,fraud,N,5.65,3.03,1.68,1,0.42,0,1.18,crime / fraud,344,1
pain,harm,N,5.38,3.5,2.62,2,0.42,0,0.95,pain / harm,345,1
lover,companion,N,5.97,3.68,3.75,3,0.42,0,0.8,lover / companion,346,1
evening,dusk,N,7.78,3.26,4.24,3,0.42,0,1.32,evening / dusk,347,1
father,daughter,N,2.62,4.52,4.79,3,0.42,0,1.69,father / daughter,348,1
wine,liquor,N,7.85,4.79,4.73,4,0.42,0,0.78,wine / liquor,349,1
cow,goat,N,2.93,4.96,5,4,0.42,0,0.59,cow / goat,350,1
belief,opinion,N,7.7,1.19,1.93,1,0.41,0,1.24,belief / opinion,351,1
reality,illusion,N,1.42,1.72,2.48,1,0.41,0,1.36,reality / illusion,352,1
pact,agreement,N,9.02,2.52,2.22,1,0.41,0,1.2,pact / agreement,353,1
wealth,poverty,N,1.27,2.63,2.54,1,0.41,0,1.47,wealth / poverty,354,1
accident,emergency,N,4.93,3.26,2.41,2,0.41,0,0.49,accident / emergency,355,1
battle,conquest,N,7.22,4,2.54,2,0.41,0,0.89,battle / conquest,356,1
friend,teacher,N,2.62,3.07,4.52,3,0.41,0,1.29,friend / teacher,357,1
illness,infection,N,6.9,3.54,4.1,3,0.41,0,1.28,illness / infection,358,1
game,trick,N,2.32,4.5,3.36,3,0.41,0,1.02,game / trick,359,1
brother,son,N,3.48,4.43,4.14,3,0.41,0,1.61,brother / son,360,1
aunt,nephew,N,3.1,4.17,4.48,3,0.41,0,1.31,aunt / nephew,361,1
worker,mechanic,N,4.92,4.59,4.38,3,0.41,0,1.2,worker / mechanic,362,1
doctor,orthodontist,N,5.58,4.69,4.43,3,0.41,0,1.25,doctor / orthodontist,363,1
oak,maple,N,6.03,4.82,4.46,3,0.41,0,0.39,oak / maple,364,1
bee,queen,N,3.27,4.88,4.45,3,0.41,0,1.2,bee / queen,365,1
car,bicycle,N,3.47,4.89,4.89,4,0.41,0,1.68,car / bicycle,366,1
goal,quest,N,5.83,3.06,2.87,2,0.4,0,1.31,goal / quest,367,1
august,month,N,5.53,3.04,4.2,2,0.4,0,1.54,august / month,368,1
army,squad,N,5.08,4.7,3.65,3,0.4,0,1.61,army / squad,369,1
cloud,weather,N,4.87,4.54,3.83,3,0.4,0,0.94,cloud / weather,370,1
physician,doctor,N,8.88,4.65,4.69,3,0.4,0,1.5,physician / doctor,371,1
canyon,valley,N,6.75,4.81,4.72,4,0.4,0,1.39,canyon / valley,372,1
river,valley,N,1.67,4.89,4.72,4,0.4,0,1.23,river / valley,373,1
sun,sky,N,2.27,4.83,4.45,3,0.39,0,1.67,sun / sky,374,1
target,arrow,N,3.25,4.11,4.97,3,0.38,0,1.74,target / arrow,375,1
chocolate,pie,N,2.27,4.72,4.92,4,0.38,0,1.79,chocolate / pie,376,1
circumstance,situation,N,7.85,1.77,2.03,1,0.36,0,1.31,circumstance / situation,377,1
opinion,choice,N,5.43,1.93,1.9,1,0.36,0,1.5,opinion / choice,378,1
rhythm,melody,N,6.12,3.07,3.71,2,0.36,0,1.27,rhythm / melody,379,1
gut,nerve,N,4.93,4.15,3.89,3,0.36,0,1.65,gut / nerve,380,1
day,dawn,N,5.47,3.92,4.46,3,0.36,0,1.45,day / dawn,381,1
cattle,beef,N,7.03,4.64,4.74,3,0.36,0,1.53,cattle / beef,382,1
doctor,professor,N,4.65,4.69,4.86,4,0.36,0,1.19,doctor / professor,383,1
arm,vein,N,3.65,4.96,4.63,4,0.36,0,1.62,arm / vein,384,1
room,bath,N,3.33,4.79,4.85,4,0.36,0,0.49,room / bath,385,1
corporation,business,N,9.02,2.79,3.28,2,0.35,0,1.44,corporation / business,386,1
fun,football,N,1.97,1.97,4.73,2,0.35,0,1.43,fun / football,387,1
hill,cliff,N,4.28,4.93,4.71,4,0.35,0,1.26,hill / cliff,388,1
bone,ankle,N,3.82,4.9,4.81,4,0.35,0,0.69,bone / ankle,389,1
apple,candy,N,2.08,5,4.83,4,0.35,0,0.75,apple / candy,390,1
helper,maid,N,5.58,3.39,4.64,3,0.34,0,0.44,helper / maid,391,1
leader,manager,N,7.27,3.89,4.14,3,0.34,0,1.43,leader / manager,392,1
lemon,tea,N,1.6,5,4.69,4,0.34,0,1.33,lemon / tea,393,1
bee,ant,N,2.78,4.88,4.86,4,0.34,0,1.04,bee / ant,394,1
basketball,baseball,N,4.92,4.97,4.86,4,0.34,0,0.93,basketball / baseball,395,1
rice,bean,N,2.72,4.86,5,4,0.34,0,1.27,rice / bean,396,1
bed,furniture,N,6.08,5,4.89,4,0.34,0,0.84,bed / furniture,397,1
emotion,passion,N,7.72,2.44,2.3,1,0.33,0,1.3,emotion / passion,398,1
anarchy,chaos,N,7.93,2.12,2.79,1,0.33,0,1.35,anarchy / chaos,399,1
crime,violation,N,7.12,3.03,2.67,2,0.33,0,0.87,crime / violation,400,1
machine,engine,N,5.58,4.25,4.86,3,0.33,0,1.95,machine / engine,401,1
beach,sea,N,4.68,4.79,4.79,4,0.33,0,1.08,beach / sea,402,1
alley,bowl,N,1.53,4.82,4.87,4,0.33,0,0.51,alley / bowl,403,1
jar,bottle,N,7.83,5,4.91,4,0.33,0,1.44,jar / bottle,404,1
strength,capability,N,5.28,2.96,1.93,1,0.32,0,1.33,strength / capability,405,1
seed,mustard,N,3.48,4.71,4.93,4,0.32,0,0.59,seed / mustard,406,1
guitar,drum,N,3.78,4.9,4.96,4,0.32,0,1.72,guitar / drum,407,1
opinion,idea,N,5.7,1.93,1.61,1,0.31,0,1.29,opinion / idea,408,1
north,west,N,3.63,4.14,3.44,3,0.31,0,1.6,north / west,409,1
diet,salad,N,2.98,3.21,4.97,3,0.31,0,1.6,diet / salad,410,1
mother,wife,N,3.02,4.6,4.13,3,0.31,0,1.62,mother / wife,411,1
dad,mother,N,3.55,4.29,4.6,3,0.31,0,1.44,dad / mother,412,1
captain,sailor,N,5,4.19,4.86,3,0.31,0,1.43,captain / sailor,413,1
meter,yard,N,5.6,4.7,4.82,4,0.31,0,1.32,meter / yard,414,1
beer,champagne,N,4.45,4.88,4.82,4,0.31,0,1.2,beer / champagne,415,1
motor,boat,N,2.57,4.84,4.93,4,0.31,0,1.45,motor / boat,416,1
card,bridge,N,1.97,4.9,4.97,4,0.31,0,1.69,card / bridge,417,1
science,psychology,N,4.92,2.79,2.31,1,0.3,0,1.91,science / psychology,418,1
sinner,saint,N,1.6,3.07,3.45,2,0.3,0,1.39,sinner / saint,419,1
destruction,construction,N,0.98,3.21,3.72,2,0.3,0,1.69,destruction / construction,420,1
crowd,bunch,N,7.42,4.52,3.5,3,0.3,0,1.37,crowd / bunch,421,1
beach,reef,N,3.77,4.79,4.7,4,0.3,0,1.85,beach / reef,422,1
man,child,N,4.13,4.79,4.78,4,0.3,0,1.34,man / child,423,1
bread,cheese,N,1.95,4.92,4.7,4,0.3,0,1.52,bread / cheese,424,1
champion,winner,N,8.73,3.82,3.21,2,0.29,0,1.15,champion / winner,425,1
celebration,ceremony,N,7.72,3.47,3.57,2,0.29,0,0.61,celebration / ceremony,426,1
menu,order,N,3.62,4.67,2.79,3,0.29,0,1.42,menu / order,427,1
king,princess,N,3.27,4.1,4.72,3,0.29,0,1.7,king / princess,428,1
wealth,prestige,N,6.07,2.63,1.61,1,0.28,0,1.55,wealth / prestige,429,1
endurance,strength,N,6.58,2,2.96,1,0.28,0,0.59,endurance / strength,430,1
danger,threat,N,8.78,2.68,2.52,2,0.28,0,1.56,danger / threat,431,1
god,priest,N,4.5,2.07,4.77,2,0.28,0,1.2,god / priest,432,1
men,fraternity,N,3.13,4.75,2.46,2,0.28,0,1.11,men / fraternity,433,1
buddy,companion,N,8.65,3.48,3.75,2,0.28,0,1.64,buddy / companion,434,1
teacher,helper,N,4.28,4.52,3.39,3,0.28,0,1.65,teacher / helper,435,1
body,stomach,N,3.93,4.79,4.89,4,0.28,0,1.15,body / stomach,436,1
tongue,throat,N,3.1,4.93,4.97,4,0.28,0,1.31,tongue / throat,437,1
house,carpet,N,1.38,5,4.96,4,0.28,0,1.44,house / carpet,438,1
intelligence,skill,N,5.35,2.24,2.17,1,0.27,0,1.29,intelligence / skill,439,1
journey,conquest,N,4.72,2.57,2.54,1,0.27,0,1.12,journey / conquest,440,1
god,prey,N,1.23,2.07,3.61,2,0.27,0,1.73,god / prey,441,1
brother,soul,N,0.97,4.43,1.86,2,0.27,0,1.18,brother / soul,442,1
adversary,opponent,N,9.05,2.93,3.52,2,0.27,0,1.4,adversary / opponent,443,1
death,catastrophe,N,4.13,3.73,2.96,2,0.27,0,1.46,death / catastrophe,444,1
monster,demon,N,6.95,3.72,3.32,2,0.27,0,1.5,monster / demon,445,1
day,morning,N,4.87,3.92,3.44,2,0.27,0,1.95,day / morning,446,1
man,victor,N,1.9,4.79,2.88,3,0.27,0,1.67,man / victor,447,1
friend,guy,N,3.88,3.07,4.68,3,0.27,0,1.49,friend / guy,448,1
song,story,N,3.97,4.46,3.3,3,0.27,0,1.27,song / story,449,1
ray,sunshine,N,6.83,3.57,4.21,3,0.27,0,1.55,ray / sunshine,450,1
guy,stud,N,5.83,4.68,4,3,0.27,0,1.7,guy / stud,451,1
chicken,rice,N,1.43,4.8,4.86,4,0.27,0,1.47,chicken / rice,452,1
box,elevator,N,1.32,4.9,4.79,4,0.27,0,1.28,box / elevator,453,1
butter,potato,N,1.22,4.9,4.85,4,0.27,0,1.19,butter / potato,454,1
apartment,furniture,N,1.28,4.9,4.89,4,0.27,0,1.72,apartment / furniture,455,1
lake,swamp,N,4.92,4.88,4.96,4,0.27,0,1.6,lake / swamp,456,1
salad,vinegar,N,1.13,4.97,4.89,4,0.27,0,1.65,salad / vinegar,457,1
flower,bulb,N,4.48,5,4.93,4,0.27,0,1.27,flower / bulb,458,1
cloud,mist,N,6.67,4.54,4.51,3,0.26,0,1.43,cloud / mist,459,1
driver,pilot,N,6.28,4.71,4.67,3,0.26,0,1.52,driver / pilot,460,1
sugar,honey,N,5.13,4.87,4.88,4,0.26,0,1.07,sugar / honey,461,1
body,shoulder,N,2.88,4.79,4.93,4,0.25,0,1.47,body / shoulder,462,1
idea,image,N,3.55,1.61,3.85,2,0.24,0,1.47,idea / image,463,1
father,brother,N,4.2,4.52,4.43,3,0.24,0,1.28,father / brother,464,1
moon,planet,N,5.87,4.9,4.58,4,0.24,0,1.57,moon / planet,465,1
ball,costume,N,2.32,5,4.57,4,0.24,0,1.02,ball / costume,466,1
rail,fence,N,5.22,4.9,4.82,4,0.24,0,1.17,rail / fence,467,1
room,bed,N,2.35,4.79,5,4,0.24,0,1.31,room / bed,468,1
flower,bush,N,4.25,5,4.9,4,0.24,0,1.66,flower / bush,469,1
bone,knee,N,4.17,4.9,5,4,0.24,0,1.64,bone / knee,470,1
arm,knee,N,2.75,4.96,5,4,0.24,0,0.59,arm / knee,471,1
bottom,side,N,2.63,4.25,3.68,3,0.22,0,1.51,bottom / side,472,1
vessel,vein,N,5.15,4.66,4.63,3,0.22,0,1.55,vessel / vein,473,1
cat,rabbit,N,2.37,4.86,4.93,4,0.22,0,1.67,cat / rabbit,474,1
meat,sandwich,N,2.35,4.9,4.9,4,0.22,0,1.69,meat / sandwich,475,1
belief,concept,N,5.08,1.19,1.41,1,0.21,0,1.44,belief / concept,476,1
intelligence,insight,N,5.9,2.24,1.72,1,0.21,0,1.59,intelligence / insight,477,1
attention,interest,N,7.22,2.3,1.8,1,0.21,0,1.21,attention / interest,478,1
attitude,confidence,N,4.35,1.97,2.17,1,0.21,0,1.22,attitude / confidence,479,1
right,justice,N,7.05,3.47,1.45,1,0.21,0,1.52,right / justice,480,1
argument,agreement,N,1.45,2.85,2.22,1,0.21,0,1.36,argument / agreement,481,1
depth,magnitude,N,6.12,3.11,2.43,2,0.21,0,1.64,depth / magnitude,482,1
medium,news,N,3.65,3,3.41,2,0.21,0,1.3,medium / news,483,1
winner,candidate,N,2.78,3.21,3.81,2,0.21,0,1.29,winner / candidate,484,1
birthday,date,N,5.08,3.2,3.9,2,0.21,0,1.2,birthday / date,485,1
fee,payment,N,7.15,3.89,3.91,3,0.21,0,1.56,fee / payment,486,1
bible,hymn,N,5.15,4.61,4.04,3,0.21,0,1.08,bible / hymn,487,1
exit,doorway,N,5.5,3.93,4.75,3,0.21,0,1.73,exit / doorway,488,1
man,sentry,N,3.25,4.79,4.04,3,0.21,0,1.22,man / sentry,489,1
aisle,hall,N,6.35,4.35,4.67,3,0.21,0,0.96,aisle / hall,490,1
whiskey,gin,N,6.28,4.74,4.46,3,0.21,0,1.14,whiskey / gin,491,1
blood,marrow,N,3.4,4.86,4.48,3,0.21,0,1.17,blood / marrow,492,1
oil,mink,N,1.23,4.93,4.58,4,0.21,0,1.53,oil / mink,493,1
floor,deck,N,5.55,4.8,4.77,4,0.21,0,1.06,floor / deck,494,1
roof,floor,N,2.62,4.79,4.8,4,0.21,0,1.66,roof / floor,495,1
door,floor,N,1.67,4.81,4.8,4,0.21,0,0.39,door / floor,496,1
shoulder,head,N,3.42,4.93,4.75,4,0.21,0,1.14,shoulder / head,497,1
wagon,carriage,N,7.7,4.89,4.86,4,0.21,0,1.84,wagon / carriage,498,1
car,carriage,N,5.13,4.89,4.86,4,0.21,0,1.2,car / carriage,499,1
elbow,ankle,N,3.13,5,4.81,4,0.21,0,1.48,elbow / ankle,500,1
