word1,word2,POS,SimLex999,conc_word1,conc_word2,concQ,assoc_usf,SimAssoc333,sd_simLex,stim,stimulusID,list
arrive,leave,V,1.33,3.22,2.53,2,0.49,1,1.48,arrive / leave,831,2
succeed,try,V,3.98,2.33,2.22,1,0.48,1,1.35,succeed / try,832,2
accept,deny,V,1.75,3.03,2.2,2,0.48,1,1.41,accept / deny,833,2
arrive,come,V,7.05,3.22,2.72,2,0.48,1,1.56,arrive / come,834,2
agree,differ,V,1.05,2.31,1.59,1,0.42,0,1.53,agree / differ,835,2
send,receive,V,1.08,2.7,2.69,2,0.42,0,1.53,send / receive,836,2
win,dominate,V,5.68,2.67,2.12,1,0.41,0,1.74,win / dominate,837,2
add,divide,V,2.3,3,2.86,2,0.41,0,1.25,add / divide,838,2
kill,choke,V,4.92,3.9,3.97,3,0.41,0,1.48,kill / choke,839,2
acquire,get,V,8.82,2.93,2.38,2,0.39,0,0.94,acquire / get,840,2
participate,join,V,7.7,2.59,2.86,2,0.39,0,1.69,participate / join,841,2
leave,remain,V,2.53,2.53,1.96,1,0.34,0,1.36,leave / remain,842,2
go,enter,V,4,3.15,3.12,2,0.34,0,1.43,go / enter,843,2
take,carry,V,5.23,3.06,4.04,2,0.34,0,0.44,take / carry,844,2
forget,learn,V,1.18,2.04,2.2,1,0.33,0,1.65,forget / learn,845,2
appoint,elect,V,8.17,2.24,2.41,1,0.33,0,1.51,appoint / elect,846,2
engage,marry,V,5.43,2.07,3.03,1,0.33,0,1.12,engage / marry,847,2
ask,pray,V,3.72,2.52,3.21,2,0.33,0,1.63,ask / pray,848,2
go,send,V,3.75,3.15,2.7,2,0.33,0,0.77,go / send,849,2
take,deliver,V,4.37,3.06,3.12,2,0.33,0,1.16,take / deliver,850,2
speak,hear,V,3.02,3.7,3.66,2,0.33,0,0.76,speak / hear,851,2
analyze,evaluate,V,8.03,2.3,1.85,1,0.28,0,0.49,analyze / evaluate,852,2
argue,rationalize,V,4.2,2.75,1.52,1,0.28,0,1.21,argue / rationalize,853,2
lose,keep,V,1.05,2.25,2.37,1,0.28,0,1.57,lose / keep,854,2
compare,analyze,V,8.1,2.52,2.3,1,0.28,0,0.84,compare / analyze,855,2
disorganize,organize,V,1.45,2.44,2.72,1,0.28,0,1.3,disorganize / organize,856,2
go,allow,V,3.62,3.15,2.41,2,0.28,0,1.53,go / allow,857,2
take,possess,V,7.2,3.06,2.6,2,0.28,0,1.14,take / possess,858,2
learn,listen,V,3.88,2.2,3.47,2,0.28,0,1.65,learn / listen,859,2
destroy,construct,V,0.92,3.08,2.6,2,0.28,0,1.78,destroy / construct,860,2
create,build,V,8.48,2.62,3.71,2,0.28,0,1.14,create / build,861,2
steal,buy,V,1.13,3.84,3.35,2,0.28,0,0.95,steal / buy,862,2
kill,hang,V,4.45,3.9,3.7,3,0.28,0,1.43,kill / hang,863,2
forget,know,V,0.92,2.04,1.68,1,0.27,0,1.6,forget / know,864,2
create,imagine,V,5.13,2.62,1.53,1,0.27,0,1.7,create / imagine,865,2
do,happen,V,4.23,2.46,1.78,1,0.27,0,1.02,do / happen,866,2
win,accomplish,V,7.85,2.67,2.33,1,0.27,0,0.8,win / accomplish,867,2
give,deny,V,1.43,2.83,2.2,1,0.27,0,1.36,give / deny,868,2
deserve,earn,V,5.8,1.69,2.39,1,0.23,0,0.62,deserve / earn,869,2
get,put,V,1.98,2.38,2.5,1,0.22,0,1.33,get / put,870,2
locate,find,V,8.73,2.97,2.63,2,0.22,0,1.54,locate / find,871,2
appear,attend,V,6.28,3.13,3.17,2,0.22,0,1.47,appear / attend,872,2
know,comprehend,V,7.63,1.68,1.86,1,0.21,0,1.39,know / comprehend,873,2
pretend,imagine,V,8.47,2.11,1.53,1,0.21,0,1.63,pretend / imagine,874,2
satisfy,please,V,7.67,2.04,1.64,1,0.21,0,1.74,satisfy / please,875,2
cherish,keep,V,4.85,1.73,2.37,1,0.21,0,1.78,cherish / keep,876,2
argue,differ,V,5.15,2.75,1.59,1,0.21,0,1.22,argue / differ,877,2
overcome,dominate,V,6.25,2.28,2.12,1,0.21,0,1.58,overcome / dominate,878,2
behave,obey,V,7.3,1.78,2.67,1,0.21,0,1.24,behave / obey,879,2
cooperate,participate,V,6.43,1.87,2.59,1,0.21,0,1.5,cooperate / participate,880,2
achieve,try,V,4.42,2.29,2.22,1,0.21,0,1.14,achieve / try,881,2
fail,discourage,V,3.33,3,1.9,1,0.21,0,1.2,fail / discourage,882,2
begin,quit,V,1.28,2.56,2.56,1,0.21,0,1.53,begin / quit,883,2
say,participate,V,3.82,2.58,2.59,1,0.21,0,1.3,say / participate,884,2
come,bring,V,2.42,2.72,2.55,2,0.21,0,1.03,come / bring,885,2
declare,announce,V,9.08,2,3.31,2,0.21,0,1.56,declare / announce,886,2
read,comprehend,V,4.7,3.56,1.86,2,0.21,0,1.75,read / comprehend,887,2
take,leave,V,2.47,3.06,2.53,2,0.21,0,0.8,take / leave,888,2
proclaim,announce,V,8.18,2.36,3.31,2,0.21,0,1.58,proclaim / announce,889,2
acquire,obtain,V,8.57,2.93,3,2,0.21,0,1.96,acquire / obtain,890,2
conclude,decide,V,7.75,1.78,1.92,1,0.2,0,1.17,conclude / decide,891,2
please,plead,V,2.98,1.64,2.59,1,0.2,0,1.18,please / plead,892,2
argue,prove,V,4.83,2.75,1.83,1,0.2,0,0.62,argue / prove,893,2
ask,plead,V,6.47,2.52,2.59,1,0.2,0,1.62,ask / plead,894,2
find,disappear,V,0.77,2.63,2.86,2,0.2,0,1.04,find / disappear,895,2
inspect,examine,V,8.75,3.31,2.86,2,0.2,0,1.39,inspect / examine,896,2
verify,justify,V,4.08,2.1,1.45,1,0.17,0,1.11,verify / justify,897,2
assume,predict,V,4.85,1.75,2,1,0.17,0,1.02,assume / predict,898,2
learn,evaluate,V,4.17,2.2,1.85,1,0.17,0,0.88,learn / evaluate,899,2
argue,justify,V,5,2.75,1.45,1,0.17,0,1.13,argue / justify,900,2
make,become,V,4.77,2.67,1.54,1,0.17,0,0.82,make / become,901,2
discover,originate,V,4.83,2.37,2.23,1,0.17,0,1.33,discover / originate,902,2
achieve,succeed,V,7.5,2.29,2.33,1,0.17,0,1.29,achieve / succeed,903,2
give,put,V,3.65,2.83,2.5,2,0.17,0,1.47,give / put,904,2
understand,listen,V,4.68,2.28,3.47,2,0.17,0,1.66,understand / listen,905,2
expand,grow,V,8.27,3.36,3.03,2,0.17,0,1.28,expand / grow,906,2
borrow,sell,V,1.73,3.1,3.35,2,0.17,0,1.21,borrow / sell,907,2
keep,protect,V,5.4,2.37,2.86,2,0.15,0,1.26,keep / protect,908,2
explain,prove,V,4.1,1.97,1.83,1,0.14,0,1.29,explain / prove,909,2
assume,pretend,V,3.72,1.75,2.11,1,0.14,0,1.15,assume / pretend,910,2
agree,please,V,4.13,2.31,1.64,1,0.14,0,1.7,agree / please,911,2
forgive,forget,V,3.92,1.92,2.04,1,0.14,0,1.5,forgive / forget,912,2
clarify,explain,V,8.33,2.07,1.97,1,0.14,0,1.74,clarify / explain,913,2
understand,forgive,V,4.87,2.28,1.92,1,0.14,0,1.32,understand / forgive,914,2
remind,forget,V,0.87,2.19,2.04,1,0.14,0,1.56,remind / forget,915,2
get,remain,V,1.6,2.38,1.96,1,0.14,0,1.68,get / remain,916,2
realize,discover,V,7.47,2.03,2.37,1,0.14,0,0.59,realize / discover,917,2
require,inquire,V,1.82,2.07,2.38,1,0.14,0,1.06,require / inquire,918,2
ignore,ask,V,1.07,2.22,2.52,1,0.14,0,1.27,ignore / ask,919,2
think,inquire,V,4.77,2.41,2.38,1,0.14,0,1.23,think / inquire,920,2
reject,avoid,V,4.78,2.4,2.41,1,0.14,0,1.36,reject / avoid,921,2
argue,persuade,V,6.23,2.75,2.07,1,0.14,0,1.7,argue / persuade,922,2
pursue,persuade,V,3.17,2.83,2.07,1,0.14,0,1.39,pursue / persuade,923,2
accept,forgive,V,3.73,3.03,1.92,1,0.14,0,1.75,accept / forgive,924,2
do,quit,V,1.17,2.46,2.56,1,0.14,0,1.81,do / quit,925,2
investigate,examine,V,8.1,2.27,2.86,1,0.14,0,1.31,investigate / examine,926,2
discuss,explain,V,6.67,3.17,1.97,1,0.14,0,1.53,discuss / explain,927,2
owe,lend,V,2.32,2.07,3.07,1,0.14,0,0.82,owe / lend,928,2
explore,discover,V,8.48,2.9,2.37,2,0.14,0,1.33,explore / discover,929,2
complain,argue,V,4.8,2.6,2.75,2,0.14,0,0.9,complain / argue,930,2
withdraw,reject,V,6.38,3.04,2.4,2,0.14,0,1.97,withdraw / reject,931,2
keep,borrow,V,2.25,2.37,3.1,2,0.14,0,1.29,keep / borrow,932,2
beg,ask,V,6,2.96,2.52,2,0.14,0,1.58,beg / ask,933,2
arrange,organize,V,8.27,2.79,2.72,2,0.14,0,1.1,arrange / organize,934,2
reduce,shrink,V,8.02,2,3.55,2,0.14,0,1.82,reduce / shrink,935,2
speak,acknowledge,V,4.67,3.7,2.03,2,0.14,0,1.47,speak / acknowledge,936,2
give,borrow,V,2.22,2.83,3.1,2,0.14,0,1.63,give / borrow,937,2
kill,defend,V,2.63,3.9,2.31,2,0.14,0,0.85,kill / defend,938,2
disappear,shrink,V,5.8,2.86,3.55,2,0.14,0,1,disappear / shrink,939,2
deliver,carry,V,3.88,3.12,4.04,2,0.14,0,1.44,deliver / carry,940,2
breathe,choke,V,1.37,4.07,3.97,3,0.14,0,2.02,breathe / choke,941,2
acknowledge,notify,V,5.3,2.03,3.04,1,0.13,0,0.62,acknowledge / notify,942,2
become,seem,V,2.63,1.54,1.75,1,0.11,0,1.79,become / seem,943,2
pretend,seem,V,4.68,2.11,1.75,1,0.11,0,1.63,pretend / seem,944,2
accomplish,become,V,4,2.33,1.54,1,0.11,0,0.85,accomplish / become,945,2
contemplate,think,V,8.82,1.71,2.41,1,0.11,0,1.59,contemplate / think,946,2
determine,predict,V,5.8,2.13,2,1,0.11,0,1.37,determine / predict,947,2
please,entertain,V,5,1.64,2.55,1,0.11,0,0.71,please / entertain,948,2
remain,retain,V,5.75,1.96,2.32,1,0.11,0,1.12,remain / retain,949,2
pretend,portray,V,7.03,2.11,2.18,1,0.11,0,1.64,pretend / portray,950,2
forget,retain,V,0.63,2.04,2.32,1,0.11,0,1.68,forget / retain,951,2
want,choose,V,4.78,1.93,2.62,1,0.11,0,1.56,want / choose,952,2
lose,get,V,0.77,2.25,2.38,1,0.11,0,1.33,lose / get,953,2
try,think,V,2.62,2.22,2.41,1,0.11,0,1.45,try / think,954,2
become,appear,V,4.77,1.54,3.13,1,0.11,0,1.51,become / appear,955,2
leave,ignore,V,4.42,2.53,2.22,1,0.11,0,1.33,leave / ignore,956,2
accept,recommend,V,2.75,3.03,1.74,1,0.11,0,1.01,accept / recommend,957,2
leave,wander,V,3.57,2.53,2.28,1,0.11,0,1.33,leave / wander,958,2
keep,give,V,1.05,2.37,2.83,2,0.11,0,1.03,keep / give,959,2
give,allow,V,5.15,2.83,2.41,2,0.11,0,1.32,give / allow,960,2
bring,send,V,2.97,2.55,2.7,2,0.11,0,0.88,bring / send,961,2
absorb,learn,V,5.48,3.11,2.2,2,0.11,0,1.16,absorb / learn,962,2
acquire,find,V,6.38,2.93,2.63,2,0.11,0,1.74,acquire / find,963,2
leave,appear,V,0.97,2.53,3.13,2,0.11,0,1.45,leave / appear,964,2
create,destroy,V,0.63,2.62,3.08,2,0.11,0,1.1,create / destroy,965,2
begin,go,V,7.42,2.56,3.15,2,0.11,0,1.24,begin / go,966,2
get,buy,V,5.08,2.38,3.35,2,0.11,0,1.02,get / buy,967,2
collect,save,V,6.67,3.34,2.42,2,0.11,0,0.44,collect / save,968,2
replace,restore,V,5.73,3,2.79,2,0.11,0,1.08,replace / restore,969,2
join,add,V,8.1,2.86,3,2,0.11,0,0.88,join / add,970,2
join,marry,V,5.35,2.86,3.03,2,0.11,0,1.41,join / marry,971,2
accept,deliver,V,1.58,3.03,3.12,2,0.11,0,1.37,accept / deliver,972,2
attach,join,V,7.75,3.33,2.86,2,0.11,0,0.94,attach / join,973,2
put,hang,V,3,2.5,3.7,2,0.11,0,1.49,put / hang,974,2
go,sell,V,0.97,3.15,3.35,2,0.11,0,0.9,go / sell,975,2
communicate,pray,V,3.55,3.43,3.21,2,0.11,0,1.38,communicate / pray,976,2
give,steal,V,0.5,2.83,3.84,2,0.11,0,0.62,give / steal,977,2
add,build,V,4.92,3,3.71,2,0.11,0,1.1,add / build,978,2
bring,restore,V,2.62,2.55,2.79,2,0.1,0,0.74,bring / restore,979,2
comprehend,satisfy,V,2.55,1.86,2.04,1,0,0,1,comprehend / satisfy,980,2
portray,decide,V,1.18,2.18,1.92,1,0,0,1.37,portray / decide,981,2
organize,become,V,1.77,2.72,1.54,1,0,0,1.86,organize / become,982,2
give,know,V,0.88,2.83,1.68,1,0,0,1.12,give / know,983,2
say,verify,V,4.9,2.58,2.1,1,0,0,0.65,say / verify,984,2
cooperate,join,V,5.18,1.87,2.86,1,0,0,0.36,cooperate / join,985,2
arrange,require,V,0.98,2.79,2.07,1,0,0,1.72,arrange / require,986,2
borrow,want,V,1.77,3.1,1.93,1,0,0,1.22,borrow / want,987,2
investigate,pursue,V,7.15,2.27,2.83,1,0,0,0.56,investigate / pursue,988,2
ignore,explore,V,0.4,2.22,2.9,1,0,0,1.19,ignore / explore,989,2
bring,complain,V,0.98,2.55,2.6,1,0,0,1.57,bring / complain,990,2
enter,owe,V,0.68,3.12,2.07,1,0,0,1.67,enter / owe,991,2
portray,notify,V,0.78,2.18,3.04,2,0,0,1.17,portray / notify,992,2
remind,sell,V,0.4,2.19,3.35,2,0,0,1.61,remind / sell,993,2
absorb,possess,V,5,3.11,2.6,2,0,0,1.15,absorb / possess,994,2
join,acquire,V,2.85,2.86,2.93,2,0,0,0.99,join / acquire,995,2
send,attend,V,1.67,2.7,3.17,2,0,0,1.44,send / attend,996,2
gather,attend,V,4.8,2.75,3.17,2,0,0,1.97,gather / attend,997,2
absorb,withdraw,V,2.97,3.11,3.04,2,0,0,1.75,absorb / withdraw,998,2
attend,arrive,V,6.08,3.17,3.22,2,0,0,1.18,attend / arrive,999,2
